Item,Date,DateTime,Timestamp,Reference_Price,Best_Ask_Price,Best_Bid_Price,Spread
SOLUSDT,2024-12-24,2024-12-24 17:08:25.732000+03:30,1735047505732,194.752,197.47,188.5,8.969999999999999
SSVIRT,2024-12-24,2024-12-24 17:08:25.612000+03:30,1735047505612,18355200.0,20850000.0,13800050.0,7049950.0
SSVUSDT,2024-12-24,2024-12-24 17:08:25.904000+03:30,1735047505904,23.5,30.01,15.52,14.490000000000002
STORJIRT,2024-12-24,2024-12-24 17:08:25.471000+03:30,1735047505471,404680.0,443750.0,340000.0,103750.0
STORJUSDT,2024-12-24,2024-12-24 17:08:25.780000+03:30,1735047505780,0.5143,0.614,0.3579,0.2561
SUPERIRT,2024-12-24,2024-12-24 17:08:25.677000+03:30,1735047505677,1313820.0,1450000.0,1080000.0,370000.0
SUPERUSDT,2024-12-24,2024-12-24 17:08:25.946000+03:30,1735047505946,1.6706,2.0,1.05,0.95
SUSHIIRT,2024-12-24,2024-12-24 17:08:26.229000+03:30,1735047506229,1209860.0,1286590.0,1160000.0,126590.0
SUSHIUSDT,2024-12-24,2024-12-24 17:08:25.824000+03:30,1735047505824,1.571,1.88,1.357,0.5229999999999999
TIRT,2024-12-24,2024-12-24 17:08:25.556000+03:30,1735047505556,23200.0,24500.0,22100.0,2400.0
TONIRT,2024-12-24,2024-12-24 17:08:25.553000+03:30,1735047505553,4534380.0,4592000.0,4460090.0,131910.0
TONUSDT,2024-12-24,2024-12-24 17:08:25.849000+03:30,1735047505849,5.735,5.873,5.576,0.2970000000000006
TRBIRT,2024-12-24,2024-12-24 17:08:25.625000+03:30,1735047505625,51421700.0,58792840.0,43000000.0,15792840.0
TRBUSDT,2024-12-24,2024-12-24 17:08:25.903000+03:30,1735047505903,65.18,75.0,51.0,24.0
TRXIRT,2024-12-24,2024-12-24 17:08:25.509000+03:30,1735047505509,201960.0,206000.0,199420.0,6580.0
TRXUSDT,2024-12-24,2024-12-24 17:08:25.769000+03:30,1735047505769,0.25499,0.26046,0.24509,0.015370000000000023
TUSDT,2024-12-24,2024-12-24 17:08:25.856000+03:30,1735047505856,0.0291,0.0385,0.0226,0.0159
UMAIRT,2024-12-24,2024-12-24 17:08:25.577000+03:30,1735047505577,2247830.0,2690000.0,600000.0,2090000.0
UMAUSDT,2024-12-24,2024-12-24 17:08:25.858000+03:30,1735047505858,2.885,3.98,1.86,2.12
UNIIRT,2024-12-24,2024-12-24 17:08:26.250000+03:30,1735047506250,11150320.0,11285700.0,10870000.0,415700.0
UNIUSDT,2024-12-24,2024-12-24 17:08:25.820000+03:30,1735047505820,14.185,14.649,13.13,1.5189999999999984
USDCIRT,2024-12-24,2024-12-24 17:08:25.417000+03:30,1735047505417,792670.0,801240.0,784660.0,16580.0
USDCUSDT,2024-12-24,2024-12-24 17:08:25.714000+03:30,1735047505714,0.9986,1.59,0.9,0.6900000000000001
USDTIRT,2024-12-24,2024-12-24 17:08:26.287000+03:30,1735047506287,789900.0,792510.0,788730.0,3780.0
WBTCIRT,2024-12-24,2024-12-24 17:08:26.245000+03:30,1735047506245,74768549960.0,82000000000.0,70000000000.0,12000000000.0
WBTCUSDT,2024-12-24,2024-12-24 17:08:25.818000+03:30,1735047505818,93417.6,113207.5,0.8,113206.7
WIRT,2024-12-24,2024-12-24 17:08:25.616000+03:30,1735047505616,233750.0,260000.0,220110.0,39890.0
WLDIRT,2024-12-24,2024-12-24 17:08:25.624000+03:30,1735047505624,1853000.0,1900000.0,1781230.0,118770.0
WLDUSDT,2024-12-24,2024-12-24 17:08:25.918000+03:30,1735047505918,2.35,2.47,2.16,0.31000000000000005
WOOIRT,2024-12-24,2024-12-24 17:08:25.562000+03:30,1735047505562,175090.0,191230.0,147820.0,43410.0
WOOUSDT,2024-12-24,2024-12-24 17:08:25.847000+03:30,1735047505847,0.22093,0.31,0.15224,0.15776
WUSDT,2024-12-24,2024-12-24 17:08:25.905000+03:30,1735047505905,0.2908,0.7,0.2589,0.44109999999999994
XAUTIRT,2024-12-24,2024-12-24 17:08:25.557000+03:30,1735047505557,2083001120.0,2104242820.0,2069102150.0,35140670.0
XAUTUSDT,2024-12-24,2024-12-24 17:08:25.988000+03:30,1735047505988,2634.8,2650.8,2617.5,33.30000000000018
XIRT,2024-12-24,2024-12-24 17:08:25.629000+03:30,1735047505629,128.3,129.9,126.0,3.9000000000000057
XLMIRT,2024-12-24,2024-12-24 17:08:25.479000+03:30,1735047505479,300790.0,308160.0,289900.0,18260.0
XLMUSDT,2024-12-24,2024-12-24 17:08:25.733000+03:30,1735047505733,0.38,0.411,0.3502,0.060799999999999965
XMRIRT,2024-12-24,2024-12-24 17:08:26.282000+03:30,1735047506282,150799780.0,154540000.0,145466660.0,9073340.0
XMRUSDT,2024-12-24,2024-12-24 17:08:25.696000+03:30,1735047505696,188.77,202.98,174.0,28.97999999999999
XRPIRT,2024-12-24,2024-12-24 17:08:26.308000+03:30,1735047506308,1811000.0,1821830.0,1801990.0,19840.0
XRPUSDT,2024-12-24,2024-12-24 17:08:25.671000+03:30,1735047505671,2.2854,2.29914,2.2384,0.060740000000000016
XTZIRT,2024-12-24,2024-12-24 17:08:25.606000+03:30,1735047505606,1130990.0,1200000.0,911800.0,288200.0
XTZUSDT,2024-12-24,2024-12-24 17:08:25.890000+03:30,1735047505890,1.426,1.61,0.95,0.6600000000000001
XUSDT,2024-12-24,2024-12-24 17:08:25.907000+03:30,1735047505907,0.0001621,0.0001678,0.0001555,1.23e-05
YFIIRT,2024-12-24,2024-12-24 17:08:25.439000+03:30,1735047505439,7366194820.0,8499999990.0,5897261680.0,2602738310.0
YFIUSDT,2024-12-24,2024-12-24 17:08:25.750000+03:30,1735047505750,9267.0,12300.0,6000.0,6300.0
ZROIRT,2024-12-24,2024-12-24 17:08:25.561000+03:30,1735047505561,4498550.0,4980000.0,4048870.0,931130.0
ZROUSDT,2024-12-24,2024-12-24 17:08:25.848000+03:30,1735047505848,5.748,7.17,4.6,2.5700000000000003
ZRXIRT,2024-12-24,2024-12-24 17:08:25.502000+03:30,1735047505502,393990.0,429000.0,341000.0,88000.0
ZRXUSDT,2024-12-24,2024-12-24 17:08:25.822000+03:30,1735047505822,0.4962,0.61,0.3951,0.21489999999999998
100K_FLOKIIRT,2024-12-24,2024-12-24 17:08:25.623000+03:30,1735047505623,14160008.0,14376500.0,13870372.0,506128.0
100K_FLOKIUSDT,2024-12-24,2024-12-24 17:08:25.913000+03:30,1735047505913,17.8899,18.8,17.01,1.7899999999999991
1B_BABYDOGEIRT,2024-12-24,2024-12-24 17:08:25.638000+03:30,1735047505638,2910000.0,2963210.0,2870000.0,93210.0
1B_BABYDOGEUSDT,2024-12-24,2024-12-24 17:08:25.932000+03:30,1735047505932,3.678,3.849,3.521,0.3280000000000003
1INCHIRT,2024-12-24,2024-12-24 17:08:25.607000+03:30,1735047505607,322550.0,370000.0,290000.0,80000.0
1INCHUSDT,2024-12-24,2024-12-24 17:08:25.899000+03:30,1735047505899,0.41,0.4974,0.318,0.1794
1M_BTTIRT,2024-12-24,2024-12-24 17:08:25.505000+03:30,1735047505505,900020.0,955560.0,860000.0,95560.0
1M_BTTUSDT,2024-12-24,2024-12-24 17:08:25.957000+03:30,1735047505957,1.151,1.415,0.84,0.5750000000000001
1M_NFTIRT,2024-12-24,2024-12-24 17:08:25.651000+03:30,1735047505651,424000.0,468900.0,369290.0,99610.0
1M_NFTUSDT,2024-12-24,2024-12-24 17:08:25.944000+03:30,1735047505944,0.5273,0.63,0.0007,0.6293
1M_PEPEIRT,2024-12-24,2024-12-24 17:08:25.643000+03:30,1735047505643,14701250.0,14900990.0,14450000.0,450990.0
1M_PEPEUSDT,2024-12-24,2024-12-24 17:08:25.920000+03:30,1735047505920,18.7395,19.352,18.0,1.3520000000000003
AAVEIRT,2024-12-24,2024-12-24 17:08:25.412000+03:30,1735047505412,297800010.0,300980000.0,291800190.0,9179810.0
AAVEUSDT,2024-12-24,2024-12-24 17:08:25.695000+03:30,1735047505695,377.23,388.0,365.2,22.80000000000001
ADAIRT,2024-12-24,2024-12-24 17:08:25.431000+03:30,1735047505431,727960.0,732990.0,718630.0,14360.0
ADAUSDT,2024-12-24,2024-12-24 17:08:25.714000+03:30,1735047505714,0.9188,0.9399,0.8966,0.043300000000000005
AEVOIRT,2024-12-24,2024-12-24 17:08:25.549000+03:30,1735047505549,309900.0,346010.0,281680.0,64330.0
AEVOUSDT,2024-12-24,2024-12-24 17:08:25.991000+03:30,1735047505991,0.389,0.495,0.305,0.19
AGLDIRT,2024-12-24,2024-12-24 17:08:25.520000+03:30,1735047505520,1320250.0,1365000.0,1282400.0,82600.0
AGLDUSDT,2024-12-24,2024-12-24 17:08:25.961000+03:30,1735047505961,1.6689,1.8576,1.51,0.3475999999999999
ALGOIRT,2024-12-24,2024-12-24 17:08:26.300000+03:30,1735047506300,306510.0,325390.0,287110.0,38280.0
ALGOUSDT,2024-12-24,2024-12-24 17:08:25.709000+03:30,1735047505709,0.3903,0.4219,0.3468,0.0751
ANKRIRT,2024-12-24,2024-12-24 17:08:25.645000+03:30,1735047505645,30090.0,35000.0,27000.0,8000.0
ANKRUSDT,2024-12-24,2024-12-24 17:08:25.921000+03:30,1735047505921,0.03799,0.0551,0.00198,0.05312
APEIRT,2024-12-24,2024-12-24 17:08:26.229000+03:30,1735047506229,999950.0,1089000.0,936900.0,152100.0
APEUSDT,2024-12-24,2024-12-24 17:08:25.803000+03:30,1735047505803,1.26,1.53,1.07,0.45999999999999996
API3IRT,2024-12-24,2024-12-24 17:08:26.277000+03:30,1735047506277,1370000.0,1505990.0,1150000.0,355990.0
API3USDT,2024-12-24,2024-12-24 17:08:25.710000+03:30,1735047505710,1.762,2.38,1.33,1.0499999999999998
APTIRT,2024-12-24,2024-12-24 17:08:26.304000+03:30,1735047506304,7632220.0,7729990.0,7335190.0,394800.0
APTUSDT,2024-12-24,2024-12-24 17:08:25.739000+03:30,1735047505739,9.67,10.101,9.18,0.9210000000000012
ARBIRT,2024-12-24,2024-12-24 17:08:25.588000+03:30,1735047505588,646960.0,667000.0,630000.0,37000.0
ARBUSDT,2024-12-24,2024-12-24 17:08:25.885000+03:30,1735047505885,0.818,0.8521,0.7729,0.07919999999999994
ATOMIRT,2024-12-24,2024-12-24 17:08:25.451000+03:30,1735047505451,5490000.0,5670000.0,5104000.0,566000.0
ATOMUSDT,2024-12-24,2024-12-24 17:08:25.744000+03:30,1735047505744,6.993,7.63,6.22,1.4100000000000001
AVAXIRT,2024-12-24,2024-12-24 17:08:26.268000+03:30,1735047506268,31270120.0,33100000.0,30000000.0,3100000.0
AVAXUSDT,2024-12-24,2024-12-24 17:08:25.831000+03:30,1735047505831,39.799,41.7,36.999,4.7010000000000005
AXSIRT,2024-12-24,2024-12-24 17:08:25.501000+03:30,1735047505501,5399800.0,5662220.0,5110010.0,552210.0
AXSUSDT,2024-12-24,2024-12-24 17:08:25.788000+03:30,1735047505788,6.85,7.61,5.9,1.71
BALIRT,2024-12-24,2024-12-24 17:08:25.475000+03:30,1735047505475,2111750.0,2700000.0,1500000.0,1200000.0
BALUSDT,2024-12-24,2024-12-24 17:08:25.795000+03:30,1735047505795,2.689,3.6,2.05,1.5500000000000003
BANANAIRT,2024-12-24,2024-12-24 17:08:25.603000+03:30,1735047505603,33094370.0,37565680.0,29571800.0,7993880.0
BANANAUSDT,2024-12-24,2024-12-24 17:08:25.896000+03:30,1735047505896,40.39,50.5,29.0,21.5
BANDIRT,2024-12-24,2024-12-24 17:08:25.569000+03:30,1735047505569,1211260.0,1420000.0,1000000.0,420000.0
BANDUSDT,2024-12-24,2024-12-24 17:08:25.865000+03:30,1735047505865,1.533,2.2,0.735,1.4650000000000003
BATIRT,2024-12-24,2024-12-24 17:08:25.466000+03:30,1735047505466,231910.0,237840.0,222720.0,15120.0
BATUSDT,2024-12-24,2024-12-24 17:08:25.757000+03:30,1735047505757,0.2949,0.3423,0.205,0.1373
BCHIRT,2024-12-24,2024-12-24 17:08:25.432000+03:30,1735047505432,366880780.0,399099990.0,340000000.0,59099990.0
BCHUSDT,2024-12-24,2024-12-24 17:08:25.688000+03:30,1735047505688,466.03,485.0,424.0,61.0
BICOIRT,2024-12-24,2024-12-24 17:08:25.549000+03:30,1735047505549,243160.0,270750.0,193410.0,77340.0
BICOUSDT,2024-12-24,2024-12-24 17:08:25.979000+03:30,1735047505979,0.305,0.4249,0.1681,0.25680000000000003
BLURIRT,2024-12-24,2024-12-24 17:08:25.544000+03:30,1735047505544,216010.0,224810.0,202000.0,22810.0
BLURUSDT,2024-12-24,2024-12-24 17:08:25.842000+03:30,1735047505842,0.2737,0.3723,0.195,0.1773
BNBIRT,2024-12-24,2024-12-24 17:08:25.447000+03:30,1735047505447,544450000.0,548000000.0,535000010.0,12999990.0
BNBUSDT,2024-12-24,2024-12-24 17:08:25.703000+03:30,1735047505703,688.0,699.9999,672.8,27.19990000000007
BNXIRT,2024-12-24,2024-12-24 17:08:25.693000+03:30,1735047505693,345120.0,389900.0,308030.0,81870.0
